group_name,language,region,genre,purpose,posting_rules,best_times_local,cooldown_hours
RP-Nigeria-Romance-Audiobook-001,fr,Nigeria,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-Politics-Launch-487,fr,UK,Politics,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Self-Help-Review-488,en,Nigeria,Self-Help,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Romance-Newsletter-489,en,Nigeria,Romance,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Romance-Audiobook-490,fr,Cameroon,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Romance-Giveaway-491,en,South Africa,Romance,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Finance-BookTok-492,en,Canada,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Health-Launch-493,en,Kenya,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Faith-BookTok-494,fr,Kenya,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Fantasy-Newsletter-495,fr,Cote d'Ivoire,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Health-Audiobook-496,en,Canada,Health,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Romance-Audiobook-497,fr,South Africa,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Fantasy-Newsletter-498,en,France,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Self-Help-Review-499,fr,India,Self-Help,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Business-KDP Tips-500,en,Cameroon,Business,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Self-Help-KDP Tips-501,fr,Global,Self-Help,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-History-Newsletter-502,en,South Africa,History,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-History-Giveaway-503,fr,Cameroon,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Fantasy-Review-504,fr,US,Fantasy,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Fantasy-Review-505,en,Cote d'Ivoire,Fantasy,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Business-Audiobook-506,fr,Cameroon,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Finance-Launch-507,en,UK,Finance,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Fantasy-BookTube-508,en,Nigeria,Fantasy,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Self-Help-BookTube-509,en,Cote d'Ivoire,Self-Help,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Thriller-BookTube-510,en,South Africa,Thriller,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Romance-Review-511,en,France,Romance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Poetry-BookTube-512,fr,France,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Faith-BookTube-513,fr,South Africa,Faith,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Thriller-Launch-514,fr,Cote d'Ivoire,Thriller,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-History-Launch-515,en,US,History,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Finance-BookTube-516,en,Global,Finance,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Fantasy-Newsletter-517,fr,UK,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Business-BookTok-518,en,US,Business,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Self-Help-Audiobook-519,en,Cameroon,Self-Help,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Faith-BookTok-520,en,US,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Fantasy-Giveaway-521,fr,Canada,Fantasy,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Finance-BookTube-522,en,Kenya,Finance,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Poetry-Launch-523,en,US,Poetry,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Finance-BookTube-524,en,Gabon,Finance,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Tech-Launch-525,fr,South Africa,Tech,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Self-Help-BookTok-526,fr,Global,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Finance-KDP Tips-527,fr,Global,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Health-Launch-528,en,Kenya,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Health-BookTube-529,fr,Global,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Thriller-Audiobook-530,fr,France,Thriller,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Finance-Launch-531,fr,France,Finance,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Business-Review-532,en,Cameroon,Business,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Business-Audiobook-533,fr,South Africa,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Tech-Newsletter-534,en,Cameroon,Tech,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Thriller-BookTube-535,en,Canada,Thriller,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Fantasy-Newsletter-536,fr,Kenya,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Poetry-Audiobook-537,en,Cameroon,Poetry,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-India-Finance-Launch-538,en,India,Finance,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Thriller-BookTok-539,fr,US,Thriller,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Tech-KDP Tips-540,fr,Nigeria,Tech,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Romance-KDP Tips-541,en,France,Romance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Self-Help-Giveaway-542,en,Cote d'Ivoire,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Tech-BookTok-543,en,France,Tech,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Faith-Audiobook-544,fr,US,Faith,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Business-KDP Tips-545,fr,Canada,Business,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Health-Review-546,en,Cameroon,Health,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-Self-Help-Newsletter-547,fr,India,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Politics-Audiobook-548,en,South Africa,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Poetry-Launch-549,fr,Global,Poetry,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Self-Help-BookTok-550,fr,US,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Poetry-Audiobook-551,en,Cote d'Ivoire,Poetry,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Fantasy-Newsletter-552,en,Gabon,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Health-BookTube-553,en,US,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Faith-Review-554,fr,Kenya,Faith,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Self-Help-Audiobook-555,fr,Gabon,Self-Help,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-History-KDP Tips-556,fr,Canada,History,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-History-Launch-557,en,Cameroon,History,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-History-Giveaway-558,en,US,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Self-Help-KDP Tips-559,en,Kenya,Self-Help,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Business-BookTok-560,en,South Africa,Business,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Poetry-KDP Tips-561,fr,France,Poetry,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Self-Help-BookTok-562,fr,Gabon,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Romance-Newsletter-563,en,South Africa,Romance,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Self-Help-Audiobook-564,fr,Global,Self-Help,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-Health-BookTok-565,fr,India,Health,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-History-KDP Tips-566,fr,India,History,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-Self-Help-Giveaway-567,en,India,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-India-Business-KDP Tips-568,en,India,Business,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Health-Giveaway-569,fr,Nigeria,Health,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Faith-BookTok-570,en,South Africa,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Finance-Launch-571,fr,India,Finance,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-UK-Faith-Launch-572,en,UK,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Tech-BookTok-573,en,Cameroon,Tech,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Poetry-Newsletter-574,fr,US,Poetry,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Politics-BookTube-575,fr,Cameroon,Politics,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-History-Review-576,fr,Cameroon,History,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Health-BookTube-577,en,Gabon,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-Tech-Launch-578,en,India,Tech,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-History-Launch-579,fr,Cameroon,History,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-History-Newsletter-580,fr,Gabon,History,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Poetry-BookTok-581,fr,Global,Poetry,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Faith-Newsletter-582,en,Kenya,Faith,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Thriller-Launch-583,en,US,Thriller,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Romance-BookTok-584,en,Cameroon,Romance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Fantasy-KDP Tips-585,en,South Africa,Fantasy,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Faith-BookTok-586,en,Gabon,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-History-KDP Tips-587,en,France,History,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-History-Launch-588,en,India,History,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Thriller-BookTube-589,fr,Canada,Thriller,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Politics-BookTok-590,fr,Kenya,Politics,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Poetry-Newsletter-591,fr,Global,Poetry,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Health-BookTube-592,en,Global,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Thriller-Newsletter-593,fr,France,Thriller,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-History-KDP Tips-594,en,South Africa,History,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Poetry-Giveaway-595,en,Global,Poetry,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-History-Giveaway-596,fr,France,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Self-Help-Review-597,en,Canada,Self-Help,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Fantasy-Giveaway-598,en,South Africa,Fantasy,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Romance-Review-599,fr,Gabon,Romance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Finance-BookTok-600,fr,Global,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Self-Help-BookTok-601,fr,Global,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Tech-Giveaway-602,en,Cote d'Ivoire,Tech,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Fantasy-Newsletter-603,fr,Cameroon,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-History-Launch-604,en,UK,History,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Business-Audiobook-605,en,Canada,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Faith-BookTok-606,en,South Africa,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Romance-KDP Tips-607,en,Nigeria,Romance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Faith-Launch-608,fr,Cote d'Ivoire,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Fantasy-BookTube-609,en,South Africa,Fantasy,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Self-Help-Audiobook-610,fr,Canada,Self-Help,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Poetry-BookTok-611,en,UK,Poetry,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-Tech-BookTok-612,fr,Nigeria,Tech,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Business-BookTok-613,en,Cote d'Ivoire,Business,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Health-Newsletter-614,en,South Africa,Health,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Self-Help-Newsletter-615,fr,US,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Tech-BookTok-616,en,Global,Tech,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Business-Launch-617,fr,Cameroon,Business,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Romance-KDP Tips-618,fr,Cote d'Ivoire,Romance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-History-Newsletter-619,en,Nigeria,History,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Politics-KDP Tips-620,fr,Canada,Politics,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Romance-Audiobook-621,fr,South Africa,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Finance-BookTok-622,en,Kenya,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-Tech-Audiobook-623,en,UK,Tech,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Thriller-Giveaway-624,en,France,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Poetry-Audiobook-625,en,South Africa,Poetry,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Politics-Audiobook-626,en,France,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Politics-Newsletter-627,en,South Africa,Politics,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-History-Review-628,en,Nigeria,History,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Politics-Audiobook-629,fr,South Africa,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Self-Help-Launch-630,en,Kenya,Self-Help,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Tech-Launch-631,en,US,Tech,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Thriller-Review-632,en,Global,Thriller,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Tech-Audiobook-633,fr,Global,Tech,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Thriller-Launch-634,en,India,Thriller,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Romance-BookTok-635,fr,India,Romance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Tech-Review-636,fr,Cote d'Ivoire,Tech,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Thriller-Audiobook-637,en,Gabon,Thriller,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Self-Help-BookTube-638,en,Global,Self-Help,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Poetry-BookTube-639,fr,Nigeria,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Fantasy-Giveaway-640,fr,South Africa,Fantasy,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Business-Newsletter-641,fr,Kenya,Business,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Romance-Audiobook-642,en,Nigeria,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-History-BookTok-643,en,Nigeria,History,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Thriller-Giveaway-644,en,Cote d'Ivoire,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Politics-Audiobook-645,fr,Canada,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-History-Giveaway-646,fr,Nigeria,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Business-BookTube-647,en,France,Business,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Finance-KDP Tips-648,fr,Nigeria,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
